id,neighbourhood_group,neighbourhood,latitude,longitude,room_type,price,minimum_nights,number_of_reviews,last_review,reviews_per_month,calculated_host_listings_count,availability_365,activity,occupancy_%,how_far_km
3970224,Brooklyn,Bedford-Stuyvesant,40.68692,-73.93113000000001,Entire home/apt,150,2,5,2018-12-29,0.09,1,0,Active,100.0,10.437301587301588
3970562,Manhattan,East Village,40.73057,-73.98725999999999,Entire home/apt,170,2,1,2019-01-01,0.16,1,0,Active,100.0,7.321461640211639
3970701,Brooklyn,East Flatbush,40.66303,-73.92526,Private room,60,2,6,2019-03-02,0.26,3,326,Active,11.0,12.241580687830687
3973944,Brooklyn,Williamsburg,40.709740000000004,-73.95612,Private room,89,2,30,2019-05-26,0.52,3,219,Active,40.0,8.442592592592593
3975630,Queens,Woodside,40.74433,-73.91171999999999,Entire home/apt,150,2,110,2019-06-27,1.86,1,294,Active,19.0,9.586435185185186
3979628,Manhattan,Harlem,40.8095,-73.95395,Private room,88,2,171,2019-06-16,2.93,2,234,Active,36.0,10.497506613756613
3979714,Manhattan,Harlem,40.8012,-73.95424,Shared room,75,1,6,2019-06-13,0.1,1,315,Active,14.0,9.873128306878307
3983469,Manhattan,Upper West Side,40.80311,-73.96648,Private room,75,1,65,2019-05-07,1.12,1,301,Active,18.0,9.930515873015873
3984168,Manhattan,East Village,40.73256,-73.98558,Entire home/apt,170,30,11,2019-09-05,0.19,39,319,Active,13.0,7.2881613756613755
3985673,Manhattan,Chelsea,40.753190000000004,-74.00159000000001,Entire home/apt,300,2,11,2019-05-20,0.19,1,137,Active,62.0,7.736779100529098
3987571,Brooklyn,Bedford-Stuyvesant,40.68084,-73.94779,Entire home/apt,115,2,259,2019-06-30,4.43,1,285,Active,22.0,10.269530423280422
3989564,Brooklyn,Bedford-Stuyvesant,40.68313,-73.9413,Entire home/apt,119,2,209,2019-06-19,3.62,1,241,Active,34.0,10.313657407407408
4000621,Brooklyn,Bedford-Stuyvesant,40.6835,-73.92754000000001,Entire home/apt,145,3,122,2019-10-06,2.14,1,269,Active,26.0,10.77892857142857
4007277,Queens,Astoria,40.76294,-73.91545,Private room,65,2,5,2019-07-07,5.0,1,2,Active,99.0,9.553485449735447
4013339,Manhattan,Little Italy,40.72023,-73.99693,Private room,95,3,135,2019-06-16,2.31,1,9,Active,98.0,7.6457804232804225
4013668,Brooklyn,Park Slope,40.66972,-73.97954,Entire home/apt,185,4,111,2019-07-06,1.9,1,9,Active,98.0,10.588630952380953
4016069,Manhattan,East Harlem,40.807320000000004,-73.93775,Private room,55,1,163,2019-05-14,2.76,10,359,Active,2.0,10.641197089947088
4016173,Brooklyn,Park Slope,40.667229999999996,-73.98043,Entire home/apt,100,2,18,2019-06-24,0.31,1,58,Active,84.0,10.783478835978837
4024936,Brooklyn,Williamsburg,40.71908,-73.95675,Entire home/apt,120,2,135,2019-03-07,2.32,1,66,Active,82.0,8.07886904761905
4025329,Manhattan,Harlem,40.81586,-73.94117,Entire home/apt,129,5,91,2019-06-17,1.63,2,260,Active,29.0,11.203088624338623
4026150,Queens,Elmhurst,40.74561,-73.88514,Entire home/apt,78,2,133,2019-06-23,2.26,5,107,Active,71.0,11.098809523809523
4031463,Bronx,Norwood,40.87786,-73.87640999999999,Private room,50,1,108,2019-06-28,1.84,1,261,Active,28.0,18.66628306878307
4032229,Bronx,University Heights,40.85696,-73.91439,Private room,47,2,122,2019-02-07,2.15,4,71,Active,81.0,15.46617724867725
4033300,Brooklyn,Bedford-Stuyvesant,40.68693,-73.95725,Entire home/apt,150,5,18,2019-06-26,2.57,3,254,Active,30.0,9.633035714285716
4033422,Staten Island,Lighthouse Hill,40.57718,-74.13981,Entire home/apt,200,2,49,2018-12-31,0.92,1,360,Active,1.0,22.83234126984127
4033444,Brooklyn,Crown Heights,40.66649,-73.92855,Entire home/apt,125,2,130,2019-06-23,2.23,1,293,Active,20.0,11.874457671957671
4033521,Brooklyn,Crown Heights,40.674409999999995,-73.92371,Entire home/apt,60,6,144,2019-06-18,2.5,2,59,Active,84.0,11.502248677248678
4037522,Queens,Astoria,40.76269,-73.90816,Private room,99,1,15,2019-02-16,0.26,1,322,Active,12.0,9.932830687830688
4038794,Manhattan,Washington Heights,40.83428,-73.94738000000001,Private room,75,2,25,2019-05-30,0.53,1,198,Active,46.0,12.706461640211641
4040900,Manhattan,Theater District,40.75974,-73.9866,Shared room,59,2,58,2019-01-06,0.99,1,345,Active,5.0,7.529378306878308
4040926,Manhattan,East Village,40.73118,-73.98794000000001,Entire home/apt,111,3,51,2019-04-29,0.88,1,198,Active,46.0,7.314768518518518
4046281,Manhattan,East Village,40.72087,-73.97952,Private room,119,1,49,2019-06-19,1.4,1,84,Active,77.0,7.582526455026455
4047638,Queens,Astoria,40.7653,-73.92661,Private room,69,4,22,2019-04-06,0.38,1,311,Active,15.0,9.054927248677247
4047791,Brooklyn,Greenpoint,40.724140000000006,-73.95355,Entire home/apt,185,2,114,2019-07-07,1.94,1,16,Active,96.0,8.027493386243385
4047815,Queens,Jackson Heights,40.7517,-73.89478000000001,Entire home/apt,100,2,24,2018-12-30,0.42,1,0,Active,100.0,10.549199735449736
4048043,Manhattan,SoHo,40.71972,-73.99986,Private room,135,2,125,2019-06-16,2.14,2,340,Active,7.0,7.710449735449736
4050254,Brooklyn,Park Slope,40.66898,-73.97831,Private room,169,1,151,2019-01-19,2.58,4,0,Active,100.0,10.651673280423283
4050765,Brooklyn,Bedford-Stuyvesant,40.688520000000004,-73.92393,Private room,38,2,50,2019-06-25,1.35,3,126,Active,65.0,10.631607142857142
4050795,Brooklyn,Bushwick,40.70102,-73.92864,Private room,90,2,52,2019-05-22,2.21,1,288,Active,21.0,9.799874338624338
4052514,Brooklyn,Windsor Terrace,40.6501,-73.97985,Entire home/apt,149,4,143,2019-06-24,2.62,1,254,Active,30.0,12.20633597883598
4053287,Manhattan,Roosevelt Island,40.76365,-73.94914,Entire home/apt,125,60,6,2019-06-30,0.11,1,278,Active,24.0,8.090720899470899
4053471,Brooklyn,Greenpoint,40.72607,-73.95103,Private room,65,2,26,2019-06-20,0.45,2,6,Active,98.0,8.060806878306877
4053517,Brooklyn,Greenpoint,40.72527,-73.95016,Entire home/apt,174,2,31,2019-02-06,0.54,2,12,Active,97.0,8.109160052910052
4053564,Brooklyn,Bedford-Stuyvesant,40.69361,-73.93848,Private room,89,2,24,2019-05-31,0.41,5,339,Active,7.0,9.789140211640213
4053597,Brooklyn,South Slope,40.66202,-73.98589,Entire home/apt,150,3,8,2019-05-27,0.15,1,0,Active,100.0,11.203366402116401
4054450,Manhattan,Hell's Kitchen,40.76331,-73.99262,Entire home/apt,383,3,24,2019-06-28,0.41,1,251,Active,31.0,7.794993386243386
4057361,Queens,Long Island City,40.75977,-73.92904,Private room,76,1,14,2019-11-04,0.41,1,225,Active,38.0,8.831739417989418
4058949,Manhattan,East Harlem,40.80617,-73.93868,Private room,45,1,151,2019-09-05,2.59,10,357,Active,2.0,10.53543650793651
4059620,Manhattan,SoHo,40.72525,-73.99636,Entire home/apt,199,2,167,2019-06-23,3.17,1,17,Active,95.0,7.515714285714284
4060446,Manhattan,Inwood,40.87279,-73.91991,Entire home/apt,99,5,61,2019-04-21,1.06,1,1,Active,100.0,16.854054232804234
4060526,Brooklyn,Sunset Park,40.64047,-74.00842,Private room,39,1,51,2019-09-06,0.88,5,273,Active,25.0,13.193115079365079
4063357,Brooklyn,Bedford-Stuyvesant,40.68439,-73.92811,Entire home/apt,130,3,132,2019-06-21,2.53,2,257,Active,30.0,10.7030291005291
4066224,Brooklyn,Williamsburg,40.71236,-73.9379,Entire home/apt,200,1,170,2019-06-30,2.96,1,303,Active,17.0,8.956349206349207
4068216,Manhattan,Upper East Side,40.77462,-73.95461,Private room,105,1,239,2019-06-29,4.13,2,287,Active,21.0,8.290205026455027
4069681,Brooklyn,Greenpoint,40.73357,-73.95439,Entire home/apt,75,2,102,2019-06-30,4.27,1,30,Active,92.0,7.806865079365079
4070025,Brooklyn,DUMBO,40.70452,-73.98583,Entire home/apt,250,2,150,2019-05-07,2.57,1,309,Active,15.0,8.239695767195768
4071007,Manhattan,SoHo,40.71995,-73.99975,Private room,120,3,71,2019-11-06,1.21,2,304,Active,17.0,7.702189153439154
4074248,Brooklyn,Williamsburg,40.71413,-73.94868000000001,Private room,100,4,32,2019-09-06,0.56,1,0,Active,100.0,8.498392857142857
4077090,Brooklyn,South Slope,40.66693,-73.98801,Entire home/apt,225,2,66,2019-02-01,1.13,1,158,Active,57.0,10.81079365079365
4077460,Brooklyn,Bedford-Stuyvesant,40.690129999999996,-73.92805,Entire home/apt,215,1,167,2019-06-20,2.86,1,250,Active,32.0,10.374133597883596
4081707,Brooklyn,Red Hook,40.67815,-74.01443,Entire home/apt,300,7,9,2019-04-23,0.18,1,32,Active,91.0,10.339100529100529
4081800,Manhattan,Harlem,40.80856,-73.94573000000001,Entire home/apt,130,2,185,2019-06-17,3.76,1,300,Active,18.0,10.543776455026457
4081926,Queens,Springfield Gardens,40.67425,-73.75796,Entire home/apt,110,1,279,2019-06-16,5.02,1,355,Active,3.0,21.424490740740737
4082062,Bronx,Eastchester,40.8806,-73.83433000000001,Private room,75,2,37,2019-06-16,0.73,13,364,Active,0.0,20.811223544973547
4082357,Brooklyn,Greenpoint,40.72631,-73.94126999999999,Private room,36,14,18,2019-04-27,0.34,1,0,Active,100.0,8.410674603174604
4085647,Brooklyn,East New York,40.65741,-73.87854,Entire home/apt,110,3,9,2018-12-21,0.16,1,36,Active,90.0,14.665013227513228
4088506,Brooklyn,Williamsburg,40.713809999999995,-73.96065,Entire home/apt,160,30,44,2019-10-06,0.76,1,226,Active,38.0,8.15970238095238
4089102,Brooklyn,Bedford-Stuyvesant,40.68407,-73.95487,Entire home/apt,152,3,146,2019-05-24,2.51,2,287,Active,21.0,9.873650793650793
4089189,Brooklyn,Clinton Hill,40.6921,-73.96797,Entire home/apt,145,3,16,2019-06-15,0.31,1,96,Active,74.0,9.101772486772488
4089492,Brooklyn,Bushwick,40.70794,-73.92168000000001,Private room,120,2,11,2019-06-22,0.2,2,365,Active,0.0,9.81709656084656
4089915,Brooklyn,Bushwick,40.7041,-73.92475999999999,Entire home/apt,84,3,120,2019-06-19,2.29,1,224,Active,39.0,9.831825396825398
4092826,Queens,Forest Hills,40.71291,-73.84678000000001,Entire home/apt,180,2,105,2019-06-25,1.8,5,190,Active,48.0,13.958511904761908
4093399,Bronx,Eastchester,40.88009,-73.83442,Private room,68,2,41,2019-01-01,0.74,13,365,Active,0.0,20.764279100529095
4096470,Brooklyn,Bedford-Stuyvesant,40.68663,-73.9379,Entire home/apt,155,3,1,2019-01-07,1.0,2,342,Active,6.0,10.209503968253971
4097284,Brooklyn,Canarsie,40.630559999999996,-73.89043000000001,Entire home/apt,75,2,91,2019-09-06,1.56,2,289,Active,21.0,16.083161375661376
4098271,Manhattan,Lower East Side,40.71273,-73.9882,Private room,72,3,56,2019-06-30,0.96,2,304,Active,17.0,7.848234126984128
4098814,Brooklyn,Bedford-Stuyvesant,40.686409999999995,-73.94735,Private room,52,2,29,2019-05-05,0.5,4,335,Active,8.0,9.921805555555556
4102208,Brooklyn,Carroll Gardens,40.67335,-73.99886,Entire home/apt,125,3,93,2019-06-21,1.82,1,30,Active,92.0,10.393723544973543
4103623,Brooklyn,Windsor Terrace,40.65157,-73.97383,Private room,58,4,18,2019-01-07,0.42,1,58,Active,84.0,12.108075396825395
4103970,Brooklyn,Greenpoint,40.72122,-73.94121,Private room,100,1,36,2019-06-21,2.69,1,335,Active,8.0,8.541084656084657
4108547,Manhattan,East Village,40.72333,-73.98838,Private room,65,1,139,2019-06-27,3.64,2,103,Active,72.0,7.483267195767197
4109246,Brooklyn,Bushwick,40.705690000000004,-73.92268,Private room,40,28,191,2019-05-15,3.36,2,95,Active,74.0,9.85945767195767
4109420,Queens,Astoria,40.76177,-73.91359,Entire home/apt,110,2,47,2019-07-07,0.81,2,0,Active,100.0,9.628082010582009
4110645,Brooklyn,Bay Ridge,40.63745,-74.02534,Private room,85,2,45,2019-06-22,0.77,2,90,Active,75.0,13.73960978835979
4115327,Brooklyn,South Slope,40.66617,-73.98626999999999,Entire home/apt,158,3,87,2019-06-26,1.53,1,204,Active,44.0,10.867063492063492
4119763,Bronx,Norwood,40.87184,-73.88622,Private room,51,4,109,2019-04-07,1.88,1,212,Active,42.0,17.740165343915343
4120122,Brooklyn,Williamsburg,40.7105,-73.9438,Private room,65,1,113,2019-06-21,3.99,1,308,Active,16.0,8.804517195767197
4121363,Manhattan,East Harlem,40.80738,-73.93706999999999,Entire home/apt,75,30,6,2019-05-22,0.12,1,203,Active,44.0,10.6648082010582
4126676,Manhattan,Hell's Kitchen,40.76468,-73.98514,Entire home/apt,145,7,37,2019-11-02,0.65,1,97,Active,73.0,7.690376984126983
4128337,Brooklyn,Bedford-Stuyvesant,40.67879,-73.93653,Entire home/apt,125,2,191,2019-06-23,3.27,2,311,Active,15.0,10.751382275132274
4128428,Manhattan,Murray Hill,40.74713,-73.98075,Private room,175,2,8,2019-07-06,0.43,1,177,Active,52.0,7.233988095238097
4129195,Manhattan,Chelsea,40.75097,-73.99562,Entire home/apt,175,14,78,2019-10-03,1.36,1,0,Active,100.0,7.5030489417989426
4129365,Brooklyn,Flatbush,40.64335,-73.96316,Entire home/apt,109,2,37,2019-06-16,0.64,1,356,Active,2.0,12.918002645502643
4129487,Brooklyn,Bedford-Stuyvesant,40.687059999999995,-73.93077,Private room,67,2,21,2019-05-21,0.36,7,58,Active,84.0,10.442824074074073
4129513,Brooklyn,Bedford-Stuyvesant,40.68707,-73.93247,Private room,57,2,22,2019-06-03,0.38,7,71,Active,81.0,10.378161375661376
4129541,Brooklyn,Bedford-Stuyvesant,40.68627,-73.93131,Private room,77,2,38,2019-03-16,0.66,7,66,Active,82.0,10.468703703703703
4129909,Brooklyn,Bedford-Stuyvesant,40.69485,-73.93387,Private room,80,2,61,2019-09-05,1.05,2,0,Active,100.0,9.892592592592592
4132116,Brooklyn,Flatbush,40.63268,-73.96059,Private room,120,2,114,2019-07-04,1.96,2,312,Active,15.0,13.89367724867725
4134035,Brooklyn,Downtown Brooklyn,40.69682,-73.9837,Entire home/apt,140,3,131,2019-06-29,3.24,1,28,Active,92.0,8.670198412698412
4135876,Manhattan,Harlem,40.81892,-73.94646999999999,Private room,70,3,86,2019-01-15,1.48,2,157,Active,57.0,11.359166666666667
4136596,Manhattan,Lower East Side,40.72005,-73.98649,Entire home/apt,200,30,35,2019-06-26,0.61,1,286,Active,22.0,7.576970899470901
4137415,Brooklyn,Bushwick,40.70495,-73.9209,Private room,37,1,202,2019-01-07,3.74,1,73,Active,80.0,9.97063492063492
4137680,Manhattan,Upper West Side,40.776070000000004,-73.98035,Entire home/apt,419,2,10,2019-04-21,0.47,1,10,Active,97.0,8.180793650793651
4137789,Brooklyn,Windsor Terrace,40.65282,-73.97394,Entire home/apt,180,3,56,2019-05-28,0.99,1,121,Active,67.0,12.00128306878307
4137979,Brooklyn,Greenpoint,40.72126,-73.94328,Entire home/apt,125,2,204,2019-06-30,3.51,1,71,Active,81.0,8.460694444444442
4140776,Queens,Forest Hills,40.711459999999995,-73.84676999999999,Private room,65,4,20,2019-05-25,0.35,5,133,Active,64.0,13.995853174603177
4144849,Manhattan,Chelsea,40.74411,-74.00204000000001,Entire home/apt,115,3,33,2019-06-15,0.57,1,11,Active,97.0,7.581064814814813
4148088,Manhattan,Harlem,40.80709,-73.94951999999999,Entire home/apt,135,2,232,2019-06-23,4.01,1,192,Active,47.0,10.370059523809523
4148280,Brooklyn,Prospect-Lefferts Gardens,40.660790000000006,-73.95693,Private room,50,3,47,2019-03-31,0.84,3,76,Active,79.0,11.550780423280422
4150932,Brooklyn,Prospect Heights,40.67579,-73.9679,Private room,71,2,174,2019-03-07,3.0,2,3,Active,99.0,10.216547619047619
4152752,Manhattan,Hell's Kitchen,40.76444,-73.98965,Private room,103,1,394,2019-06-30,6.79,1,237,Active,35.0,7.769080687830688
4155099,Brooklyn,Canarsie,40.628640000000004,-73.89265,Entire home/apt,225,2,11,2019-02-06,0.22,2,305,Active,16.0,16.145932539682537
4156015,Manhattan,East Harlem,40.79591,-73.93316,Entire home/apt,99,1,50,2019-06-07,0.87,1,333,Active,9.0,10.054867724867725
4157451,Manhattan,Upper East Side,40.76805,-73.95424,Private room,90,4,87,2019-06-13,2.01,1,10,Active,97.0,8.053948412698414
4160934,Brooklyn,Crown Heights,40.67495,-73.93845,Private room,75,5,125,2019-06-27,2.15,5,108,Active,70.0,10.948339947089947
4161127,Brooklyn,Windsor Terrace,40.65337,-73.97483000000001,Entire home/apt,170,4,43,2019-06-27,0.77,1,275,Active,25.0,11.94917328042328
4162292,Brooklyn,Flatbush,40.63512,-73.95815,Entire home/apt,150,3,37,2019-01-07,0.86,1,320,Active,12.0,13.709874338624338
4162519,Brooklyn,Flatbush,40.63995,-73.96195999999999,Shared room,30,1,81,2019-06-29,1.39,1,319,Active,13.0,13.230906084656088
4163781,Brooklyn,Williamsburg,40.71007,-73.95653,Private room,99,3,19,2019-06-07,0.33,3,354,Active,3.0,8.417308201058201
4168812,Brooklyn,Bedford-Stuyvesant,40.6805,-73.93775,Entire home/apt,115,3,131,2019-06-22,2.27,2,241,Active,34.0,10.598611111111113
4169094,Queens,Ditmars Steinway,40.77375,-73.91646,Private room,90,3,17,2019-06-30,0.31,1,340,Active,7.0,9.776534391534392
4170460,Brooklyn,Bedford-Stuyvesant,40.6956,-73.94827,Private room,65,1,357,2019-06-22,6.19,4,321,Active,12.0,9.358161375661377
4170796,Manhattan,Harlem,40.80849,-73.9446,Entire home/apt,131,3,10,2019-01-07,0.27,1,12,Active,97.0,10.560059523809523
4171406,Brooklyn,Williamsburg,40.7095,-73.94945,Private room,55,2,86,2019-11-06,1.49,2,38,Active,90.0,8.652903439153437
4171692,Brooklyn,Crown Heights,40.67412,-73.93833000000001,Private room,70,5,92,2019-06-07,1.58,5,148,Active,59.0,11.009708994708994
4178152,Brooklyn,Crown Heights,40.675990000000006,-73.93995,Private room,77,5,108,2019-06-28,2.14,5,129,Active,65.0,10.82951058201058
4178851,Brooklyn,Williamsburg,40.719609999999996,-73.95837,Entire home/apt,380,3,105,2019-06-30,1.82,2,264,Active,28.0,8.017142857142858
4180643,Manhattan,Lower East Side,40.718140000000005,-73.98411,Entire home/apt,150,60,9,2019-03-27,0.16,1,210,Active,42.0,7.6449140211640225
4182262,Brooklyn,Bedford-Stuyvesant,40.68312,-73.92506999999999,Entire home/apt,199,3,82,2019-07-07,1.78,2,269,Active,26.0,10.899126984126985
4182568,Brooklyn,Williamsburg,40.70969,-73.96225,Private room,150,1,12,2019-02-06,0.21,1,180,Active,51.0,8.288201058201059
4183424,Manhattan,West Village,40.73314,-74.00475,Entire home/apt,145,3,11,2019-08-04,0.34,1,0,Active,100.0,7.630846560846561
4183801,Brooklyn,Bedford-Stuyvesant,40.684540000000005,-73.93178,Entire home/apt,120,30,131,2019-07-01,2.29,1,336,Active,8.0,10.554973544973542
4183989,Manhattan,Harlem,40.806059999999995,-73.95061,Private room,86,3,34,2019-05-23,1.0,1,359,Active,2.0,10.277268518518516
4187387,Manhattan,Upper East Side,40.7661,-73.9573,Entire home/apt,139,2,160,2019-06-27,2.76,1,248,Active,32.0,7.909517195767197
4188351,Brooklyn,Bedford-Stuyvesant,40.69389,-73.93058,Entire home/apt,116,2,148,2019-06-16,2.56,1,0,Active,100.0,10.070628306878307
4188807,Brooklyn,Prospect-Lefferts Gardens,40.66018,-73.96005,Private room,72,1,229,2019-06-24,3.94,1,20,Active,95.0,11.546124338624336
4192400,Brooklyn,Bushwick,40.69233,-73.90579,Private room,72,1,360,2019-07-07,6.22,1,66,Active,82.0,11.261554232804231
4194494,Manhattan,SoHo,40.72149,-73.99815,Entire home/apt,900,3,10,2018-12-30,0.17,1,0,Active,100.0,7.632585978835981
4195677,Queens,Sunnyside,40.74944,-73.91360999999999,Private room,80,2,76,2019-06-24,1.31,2,102,Active,72.0,9.493406084656083
4197760,Manhattan,Upper East Side,40.76169,-73.95682,Entire home/apt,92,4,179,2019-06-17,3.14,1,245,Active,33.0,7.805628306878308
4199782,Brooklyn,South Slope,40.6656,-73.98575,Entire home/apt,135,2,128,2019-04-24,2.23,1,245,Active,33.0,10.912175925925924
4204083,Brooklyn,Bedford-Stuyvesant,40.6789,-73.94001,Entire home/apt,129,1,223,2019-06-20,3.91,1,230,Active,37.0,10.630548941798944
4206034,Staten Island,Tompkinsville,40.634809999999995,-74.09591,Entire home/apt,99,7,35,2019-05-30,0.61,1,326,Active,11.0,16.43420634920635
4208547,Brooklyn,Crown Heights,40.674170000000004,-73.94028,Private room,73,5,102,2019-06-07,1.88,5,147,Active,60.0,10.946064814814813
4211510,Queens,Ditmars Steinway,40.769890000000004,-73.90735,Private room,50,1,127,2019-06-20,2.25,5,52,Active,86.0,10.135469576719576
4215595,Manhattan,Lower East Side,40.71329,-73.99047,Shared room,40,1,88,2019-05-19,1.53,4,197,Active,46.0,7.830231481481482
4216813,Brooklyn,Greenpoint,40.72309,-73.93767,Entire home/apt,200,3,95,2019-06-26,1.65,1,358,Active,2.0,8.632480158730159
4217268,Manhattan,Washington Heights,40.84261,-73.93771,Entire home/apt,75,7,1,2018-12-08,0.09,1,0,Active,100.0,13.615138888888891
4217758,Queens,Ridgewood,40.70729,-73.91696999999999,Entire home/apt,98,2,157,2019-05-07,2.73,1,15,Active,96.0,10.063419312169312
4218034,Brooklyn,Bedford-Stuyvesant,40.68266,-73.91971,Entire home/apt,199,2,222,2019-04-07,3.92,2,238,Active,35.0,11.146825396825397
4218098,Manhattan,Harlem,40.80653,-73.95194000000001,Entire home/apt,110,4,26,2019-06-24,0.45,1,14,Active,96.0,10.293386243386244
4218129,Brooklyn,Bedford-Stuyvesant,40.69527,-73.94785999999999,Private room,59,1,350,2019-06-24,6.05,4,328,Active,10.0,9.388644179894179
4219851,Brooklyn,Bushwick,40.70071,-73.92913,Entire home/apt,95,2,19,2019-05-27,0.44,2,172,Active,53.0,9.793492063492064
4220151,Manhattan,Chelsea,40.74588,-74.00055,Entire home/apt,159,1,202,2019-06-19,3.53,1,234,Active,36.0,7.556150793650794
4224091,Brooklyn,Boerum Hill,40.684490000000004,-73.98524,Entire home/apt,195,2,116,2019-03-07,2.02,1,260,Active,29.0,9.469199735449736
4225569,Queens,Astoria,40.76273,-73.90579,Entire home/apt,96,1,196,2019-07-07,3.44,1,316,Active,13.0,10.062037037037038
4226098,Manhattan,Upper West Side,40.78883,-73.97616,Private room,88,1,319,2019-06-25,5.6,2,251,Active,31.0,8.92003968253968
4227141,Brooklyn,Bedford-Stuyvesant,40.68724,-73.94218000000001,Private room,35,2,11,2019-02-06,0.81,2,11,Active,97.0,10.029755291005289
4227161,Brooklyn,Bedford-Stuyvesant,40.68542,-73.95184,Entire home/apt,1050,3,121,2019-10-06,2.19,1,327,Active,10.0,9.861216931216932
4227207,Brooklyn,South Slope,40.66752,-73.98892,Entire home/apt,175,2,76,2019-01-07,1.33,1,308,Active,16.0,10.767175925925924
4227554,Queens,Woodside,40.7426,-73.90706,Entire home/apt,195,3,124,2019-06-26,2.2,1,305,Active,16.0,9.841058201058203
4232255,Brooklyn,Bay Ridge,40.62605,-74.03014,Private room,49,10,7,2019-05-03,0.14,1,281,Active,23.0,14.802248677248675
4233025,Brooklyn,Williamsburg,40.7068,-73.93772,Entire home/apt,150,4,17,2019-08-06,0.3,1,170,Active,53.0,9.181322751322753
4235620,Queens,Flushing,40.73303,-73.79736,Entire home/apt,100,7,9,2019-06-28,0.16,1,268,Active,27.0,17.117050264550265
4240861,Brooklyn,Bushwick,40.69108,-73.91443000000001,Private room,80,2,129,2019-06-16,2.24,1,346,Active,5.0,10.911183862433862
4241028,Queens,Jamaica,40.6852,-73.7962,Entire home/apt,89,1,352,2019-06-16,6.1,1,359,Active,2.0,18.273439153439156
4241486,Manhattan,East Village,40.72685,-73.98638000000001,Entire home/apt,280,2,92,2019-04-07,1.59,1,173,Active,53.0,7.3918386243386225
4244242,Brooklyn,Bedford-Stuyvesant,40.694959999999995,-73.93949,Private room,70,1,110,2019-06-23,1.96,1,323,Active,12.0,9.680780423280424
4244528,Brooklyn,Williamsburg,40.71295,-73.9623,Private room,80,1,52,2019-05-27,1.12,1,297,Active,19.0,8.152929894179893
4249131,Manhattan,East Village,40.73175,-73.98756,Entire home/apt,96,1,198,2019-06-21,3.47,1,169,Active,54.0,7.3048214285714295
4249342,Manhattan,Financial District,40.70948,-74.00654,Private room,98,7,23,2019-01-06,0.55,1,116,Active,68.0,8.21484126984127
4250746,Brooklyn,Bushwick,40.69271,-73.92535,Entire home/apt,140,4,120,2019-10-06,2.09,1,100,Active,73.0,10.345013227513226
4256091,Manhattan,West Village,40.73539,-74.00818000000001,Entire home/apt,175,2,105,2019-04-05,1.88,1,276,Active,24.0,7.746798941798942
4257889,Manhattan,Morningside Heights,40.8049,-73.96558,Private room,89,1,46,2019-05-07,1.33,1,363,Active,1.0,10.070376984126986
4258867,Brooklyn,Fort Greene,40.68796,-73.97735,Entire home/apt,178,3,11,2019-02-07,0.24,1,32,Active,91.0,9.258650793650792
4259427,Brooklyn,Crown Heights,40.67027,-73.94033,Entire home/apt,210,6,27,2019-02-05,0.47,1,302,Active,17.0,11.222718253968255
4260964,Manhattan,Harlem,40.81774,-73.94595,Entire home/apt,150,4,82,2019-05-22,1.53,1,46,Active,87.0,11.26864417989418
4261214,Manhattan,Harlem,40.80936,-73.94454,Entire home/apt,149,2,82,2019-05-06,1.43,1,215,Active,41.0,10.62563492063492
4263624,Brooklyn,Crown Heights,40.67566,-73.93944,Entire home/apt,106,3,15,2019-04-22,0.26,1,0,Active,100.0,10.868214285714288
4263802,Brooklyn,Fort Greene,40.68562,-73.9693,Entire home/apt,165,10,36,2019-06-25,0.63,4,328,Active,10.0,9.499973544973543
4265471,Brooklyn,Bedford-Stuyvesant,40.68676,-73.95801,Shared room,30,2,13,2019-01-07,0.37,3,339,Active,7.0,9.6269708994709
4268286,Manhattan,East Harlem,40.796079999999996,-73.93819,Private room,100,3,140,2019-06-07,2.45,1,66,Active,82.0,9.898015873015874
4270683,Queens,Astoria,40.76386,-73.91001999999999,Entire home/apt,110,3,3,2019-07-01,0.05,1,342,Active,6.0,9.855390211640213
4271119,Manhattan,Upper West Side,40.76845,-73.9832,Private room,112,3,126,2019-01-07,2.92,1,230,Active,37.0,7.827043650793652
4271877,Brooklyn,Bedford-Stuyvesant,40.6869,-73.92254,Private room,69,1,121,2019-06-22,2.68,3,286,Active,22.0,10.781137566137568
4274462,Queens,Ridgewood,40.704390000000004,-73.91111,Private room,49,2,37,2019-05-28,0.73,2,298,Active,18.0,10.461871693121694
4274595,Manhattan,East Harlem,40.80751,-73.94097,Entire home/apt,200,3,162,2019-06-15,2.84,1,208,Active,43.0,10.569146825396826
4276532,Manhattan,Harlem,40.80469,-73.94594000000001,Entire home/apt,1000,3,38,2019-09-06,0.72,1,270,Active,26.0,10.260218253968254
4276762,Manhattan,Harlem,40.83048,-73.9437,Entire home/apt,310,1,64,2019-07-07,1.32,2,7,Active,98.0,12.405410052910053
4277614,Brooklyn,Gowanus,40.67044,-73.99157,Private room,70,4,91,2018-12-29,3.64,1,0,Active,100.0,10.549947089947091
4277724,Brooklyn,Williamsburg,40.71484,-73.96741999999999,Entire home/apt,195,2,57,2019-06-24,0.99,1,15,Active,96.0,7.969689153439154
4277980,Brooklyn,Crown Heights,40.67484,-73.95751,Entire home/apt,110,2,32,2019-06-13,0.56,1,264,Active,28.0,10.458935185185183
