Block,Borough,OBJECTID,the_geom,Lot,Address,BBL,LPC_NAME,LPC_LPNumb,LPC_SiteDe,LPC_SiteTy,LPC_SiteSt,LPC_Altern,DesDate,LandmarkTy,URL_REPORT,Shape_Leng,Shape_Area
345,BK,1254,"MULTIPOLYGON (((-73.99629057453336 40.68182916185654, -73.99670447536528 40.681945409217526, -73.99684503826592 40.68198488809464, -73.99690730279524 40.682002375067746, -73.99677717689082 40.68227339472467, -73.99676017645079 40.682268632328835, -73.99671489439694 40.68225595000542, -73.99670119067449 40.68225196934113, -73.99664741552162 40.68223705077092, -73.99658554828815 40.68221972215997, -73.996558945222 40.682212270513816, -73.99650507196105 40.68219718077644, -73.99616024534352 40.68210059775306, -73.99629057453336 40.68182916185654)))",0,358-366 Court Street and 253-269 President Street,0,South Congregational Church Complex,LP-01245,"Borough of Brooklyn Tax Map Block 345, Lot 31 and 40.",Multiple Lots,Designated,,03/23/1982 12:00:00 AM +0000,Individual Landmark,http://s-media.nyc.gov/agencies/lpc/lp/1245.pdf,575.067021396,19181.7273588
1016,MN,1255,"MULTIPOLYGON (((-73.98734650398104 40.75834032946758, -73.98721048866794 40.75852685313222, -73.98721004816025 40.75852666757931, -73.9871679287635 40.75850890854141, -73.98714517436494 40.75854011390116, -73.98685459024136 40.75841759263533, -73.98685419953068 40.758417119825744, -73.98684609643314 40.758407293492034, -73.98684091892018 40.758395067646404, -73.98699034312473 40.75819015851982, -73.98734585624642 40.758340056543496, -73.98734650398104 40.75834032946758)))",15,222-232 West 45th Street,1010160015,Booth Theater,LP-01321,"Borough of Manhattan Tax Map Block 1016, Lot 15 in part consisting of the land on which the described building is situated.",Footprint,Designated,,11/04/1987 12:00:00 AM +0000,Individual Landmark,http://s-media.nyc.gov/agencies/lpc/lp/1321.pdf,403.533447212,10041.4584201
997,MN,1256,"MULTIPOLYGON (((-73.98459650225631 40.756830154781305, -73.98473321510156 40.756887689141244, -73.98455237219395 40.7571359757032, -73.98464618715232 40.757176555097274, -73.98447021784888 40.757418072172705, -73.98420613098372 40.757306931958674, -73.98438392260853 40.75706408818523, -73.98441552187124 40.75707738662068, -73.98459650225631 40.756830154781305)))",10,139-141 West 44th Street,1009970010,Hudson Theater,LP-01340,"Borough of Manhattan Tax Map Block 997, Lot 15.",Block and Lot,Designated,,11/17/1987 12:00:00 AM +0000,Individual Landmark,http://s-media.nyc.gov/agencies/lpc/lp/1340.pdf,575.1709105,12916.3850732
995,MN,1257,"MULTIPOLYGON (((-73.9847383422483 40.75589774740021, -73.98491468439218 40.75565593184405, -73.9851832156792 40.755769166508564, -73.98500687421017 40.75601098337239, -73.9847383422483 40.75589774740021)))",33,124-130 West 43rd Street,1009950033,Henry Miller's Theater,LP-01357,"Borough of Manhattan Tax Map Block 995, Lot 45.",Block and Lot,Designated,,12/08/1987 12:00:00 AM +0000,Individual Landmark,http://s-media.nyc.gov/agencies/lpc/lp/1357.pdf,371.620534351,8569.9659586
1016,MN,1258,"MULTIPOLYGON (((-73.98734585624642 40.758340056543496, -73.98699034312473 40.75819015851982, -73.98716926076305 40.75794480270078, -73.98718248549568 40.75793731647434, -73.98720702281786 40.757938641143156, -73.98749517798377 40.75806013829139, -73.98747973614441 40.75808131378849, -73.98752135682442 40.75809886284188, -73.98752229585963 40.75809925826524, -73.98736312337626 40.75831753951311, -73.98736304874907 40.75831764126198, -73.98736237377845 40.7583173593299, -73.98734585624642 40.758340056543496)))",15,221-233 West 44th Street,1010160015,Shubert Theater,LP-01378,"Borough of Manhattan Tax Map Block 1016, Lot 15 in part consisting of the land on which the described building is situated.",Footprint,Designated,,12/15/1987 12:00:00 AM +0000,Individual Landmark,http://s-media.nyc.gov/agencies/lpc/lp/1378.pdf,440.441578019,12186.9473419
2083,MN,1259,"MULTIPOLYGON (((-73.94490052688717 40.829775121609494, -73.94456571906491 40.82963449925061, -73.94465507502042 40.82951242694161, -73.9447412700299 40.82939467001966, -73.945070990527 40.829533154378325, -73.94507737234234 40.82953583458946, -73.94499054133979 40.8296533249097, -73.94490052688717 40.829775121609494)))",35,1854 Amsterdam Avenue,1020830035,32nd Police Precinct Station House,LP-01389,"Borough of Manhattan Tax Map Block 2083, Lot 33.",Block and Lot,Amended,later the 30th Police Precinct Station House,07/15/1986 12:00:00 AM +0000,Individual Landmark,http://s-media.nyc.gov/agencies/lpc/lp/1389.pdf,412.117798019,10605.6177666
534,SI,1260,"MULTIPOLYGON (((-74.07511149628944 40.623332362934526, -74.07516533743281 40.62342928228094, -74.07521773741608 40.62341238216131, -74.0752619696538 40.6234920060487, -74.0752277305885 40.623503049027754, -74.0752095708011 40.623508906187595, -74.07521686823297 40.62352204180787, -74.07526468294866 40.623608113777365, -74.07511759203396 40.623655553942086, -74.07504440117093 40.623523804270675, -74.07504958647982 40.62352213132082, -74.07504374927024 40.62351162335603, -74.07494519912493 40.62333422387699, -74.07488913080721 40.62323329495934, -74.07487259515557 40.623203528218994, -74.07487946516092 40.62320131206627, -74.07477675330354 40.62301641921554, -74.07470419974722 40.62288581256609, -74.07480355979884 40.62285376777312, -74.07484640526174 40.62283994931556, -74.07490348453005 40.62294270025285, -74.07491946210145 40.622937546968984, -74.07495511390961 40.62292604839707, -74.07499571460606 40.622999134277826, -74.07496273632916 40.62300977022134, -74.07494691705429 40.623014872078265, -74.07494408517933 40.623015785251106, -74.07494565549057 40.62301861276232, -74.07502167004446 40.62315544770073, -74.07504958479092 40.62314644498818, -74.07508309914682 40.62320677328608, -74.07512801153811 40.62329453118379, -74.07514332517093 40.623322096913384, -74.07512838245667 40.623326916359176, -74.07511149628944 40.623332362934526)))",1,75 Vanderbilt Avenue,5005340001,"Seaman's Retreat, Main Building",LP-01395,"Borough of Staten Island Tax Map Block 534, Lot 1 in part consisting of the land on which the described building is situated.",Footprint,Designated,,04/09/1985 12:00:00 AM +0000,Individual Landmark,http://s-media.nyc.gov/agencies/lpc/lp/1395.pdf,777.555251507,14704.1133187
534,SI,1261,"MULTIPOLYGON (((-74.07447841385056 40.62408006719028, -74.07443066540614 40.623995586075125, -74.07464051921332 40.62392672680538, -74.07468826787418 40.624011207834016, -74.07447841385056 40.62408006719028)))",25,131 Bay Street,5005340025,"Seaman's Retreat, Physician-in-Chief's Residence",LP-01396,"Borough of Staten Island Tax Map Block 534, Lot 1 in part, consisting of the land on which the described building is situated.",Footprint,Designated,,04/09/1985 12:00:00 AM +0000,Individual Landmark,http://s-media.nyc.gov/agencies/lpc/lp/1396.pdf,193.877085619,2125.53464082
898,SI,1262,"MULTIPOLYGON (((-74.10836148290298 40.585262309563156, -74.10818361094069 40.585274891805305, -74.10815184339747 40.58527734502272, -74.10812629279324 40.585280022915114, -74.10810413008478 40.58528286060927, -74.1080797882651 40.58528653783646, -74.10805251069839 40.58529136688833, -74.10802778955444 40.5852964069544, -74.10800738500409 40.58530105393105, -74.10798481934445 40.58530671782592, -74.10794844386663 40.585317143155955, -74.10791968973074 40.585326317692335, -74.10789726356198 40.5853342534616, -74.1078745681142 40.58534294321807, -74.10784934190191 40.585353420184546, -74.10759332492783 40.58547028169714, -74.10758655334915 40.585471856751155, -74.10757598102866 40.58547363257815, -74.10756869077655 40.585474393142334, -74.10756056605386 40.58547481138751, -74.10755384274003 40.58547481858172, -74.1075453351292 40.58547438979101, -74.107538379131 40.58547366957862, -74.10753189282774 40.585472689575255, -74.10752474905416 40.585471256322556, -74.1075234042097 40.58547085144469, -74.10735253835234 40.58538276794877, -74.10740416487012 40.58528091453833, -74.10752829534263 40.585159697740266, -74.10759300612082 40.58510596951975, -74.10760254189795 40.585097963934544, -74.10761207847953 40.5850999883868, -74.10764392379319 40.58505129152501, -74.10795318380582 40.58482965521327, -74.10799989909506 40.58487915635558, -74.10825016228645 40.58514435036653, -74.10836148290298 40.585262309563156)))",0,285 Flagg Place,0,Ernest Flagg Estate Cottage: Wallcot,LP-01402,"Borough of Staten Island Tax Map Block 898, Lot 4.",Block and Lot,Designated,also known as House-on-the-Wall,02/10/1987 12:00:00 AM +0000,Individual Landmark,http://s-media.nyc.gov/agencies/lpc/lp/1402.pdf,768.440407161,30673.3611463
122,MN,1263,"MULTIPOLYGON (((-74.00607659368741 40.713387861468526, -74.00598140019696 40.71350695086422, -74.00598880539265 40.71351037782218, -74.00591351513755 40.7136045679081, -74.00588492357609 40.713640336749336, -74.00587919776798 40.71363768683951, -74.00579854908784 40.71373857962166, -74.005785904 40.71375439772437, -74.0056016224925 40.71366910868527, -74.00563401863624 40.71362858143098, -74.00557897502189 40.71360310596841, -74.00551353437461 40.713572818649745, -74.0054840870597 40.71360965723901, -74.00534467167036 40.71354513231352, -74.00531715290646 40.71353239586683, -74.00534588436017 40.713496452460575, -74.00529532169388 40.713473050529416, -74.00522605741993 40.71344099281901, -74.0051906660836 40.713485267118784, -74.00507761362917 40.71343294439558, -74.00500426170701 40.7133989947592, -74.0050989858199 40.71328049512455, -74.00509219729618 40.71327735444429, -74.0051690018291 40.713181271950326, -74.00519464115769 40.71314919731224, -74.00520084976169 40.71315207056103, -74.00529575422382 40.713033343823874, -74.0054790856029 40.71311819485631, -74.00544705171188 40.71315826909574, -74.00552471507196 40.71319421377559, -74.00556379176732 40.713212298647825, -74.00565233293725 40.71310153243812, -74.00582453296852 40.71318122984386, -74.00573702383873 40.71329070660234, -74.00575168148623 40.713297490317245, -74.00580808712397 40.71332359688744, -74.00585319983091 40.71334447564053, -74.00588821198919 40.7133006748242, -74.00605857483525 40.713379521889806, -74.00607659368741 40.713387861468526)))",1,52 Chambers Street,1001220001,New York County Courthouse,LP-01437,"Borough of Manhattan Tax Map Block 122, Lot 1 in part, consisting of the land on which the described building is situated.",Footprint,Designated,also known as the Tweed Courthouse,10/16/1984 12:00:00 AM +0000,Individual Landmark,http://s-media.nyc.gov/agencies/lpc/lp/1437.pdf,1021.63089513,38282.9406868
153,MN,1264,"MULTIPOLYGON (((-74.00513588473925 40.7142180743714, -74.00540017626028 40.713886593390576, -74.00540836028952 40.713876696396476, -74.00546846245892 40.71390547387134, -74.00548650152278 40.71391411160987, -74.00549319689371 40.71390601480107, -74.00570137904398 40.714005693887316, -74.00611589418578 40.71420416582299, -74.0058829401676 40.71448585941795, -74.00583118522587 40.714548442119536, -74.00582967645481 40.71455026662997, -74.00579037042843 40.714531447046234, -74.0054029674155 40.714345956236706, -74.00520676299352 40.714252011425025, -74.00513588473925 40.7142180743714)))",1,280 Broadway,1001530001,A. T. Stewart Store,LP-01439,"Borough of Manhattan Tax Map Block 153, Lot 1 in part consisting of the land on which the described building is situtated.",Footprint,Designated,designated as the Sun Building,10/07/1986 12:00:00 AM +0000,Individual Landmark,http://s-media.nyc.gov/agencies/lpc/lp/1439.pdf,754.78076247,33947.0727485
153,MN,1265,"MULTIPOLYGON (((-74.00512618947782 40.714229798548594, -74.00493996632557 40.71414063274523, -74.00481548250687 40.714081027831284, -74.0047496167839 40.71404949018955, -74.00478025051692 40.71401244822574, -74.00485704238005 40.71391959247875, -74.00493765982004 40.71382210969265, -74.00501794568535 40.71372502759038, -74.00502785271252 40.71371304766724, -74.00503065370732 40.71370966072493, -74.00508446523969 40.7137354264682, -74.00540017626028 40.713886593390576, -74.00513588473925 40.7142180743714, -74.00512618947782 40.714229798548594)))",18,51 Chambers Street,1001530018,Emigrant Industrial Savings Bank Building,LP-01438,"Borough of Manhattan, Tax Map Block 153, Lot 1 in part consisting of the land on which the described building is situated.",Footprint,Designated,,07/09/1985 12:00:00 AM +0000,Individual Landmark,http://s-media.nyc.gov/agencies/lpc/lp/1438.pdf,536.964031852,17880.0547135
0,,1266,"MULTIPOLYGON (((-73.91342652033394 40.86222190365146, -73.91351562837039 40.86211911918923, -73.91352140534622 40.862122259926565, -73.9136339214942 40.862170541139946, -73.91378773205655 40.8622352465292, -73.91383114944195 40.86225351118696, -73.91400116681774 40.86232503339701, -73.9140070656691 40.86232751504199, -73.91417516230686 40.86239782620464, -73.91420156976804 40.86240887234629, -73.91422004646157 40.86241660058334, -73.91424171206678 40.862425663012615, -73.91425344582821 40.86243057039952, -73.91426111817641 40.86243378004496, -73.91426286911252 40.862434512544105, -73.91426811718037 40.862436707336165, -73.9142725555731 40.86243856384266, -73.9142778368338 40.86244077306681, -73.91427989599201 40.862441634564796, -73.91440134968614 40.862492434933756, -73.91465937023416 40.86260206262865, -73.91481026690134 40.862666175572485, -73.9149360449834 40.86271960619888, -73.91501246030492 40.86275206754611, -73.91520093831504 40.862832132819186, -73.9153150331133 40.86288050449496, -73.91548814233023 40.862953895289685, -73.91549484739245 40.86295673854526, -73.91552675586136 40.86297015850073, -73.91553210831916 40.86297241004236, -73.91554217307663 40.862976642509366, -73.91554549954415 40.86297804160429, -73.91560342823328 40.86300240442586, -73.91561817803519 40.86300860788367, -73.91564014270274 40.86301784586327, -73.91564669369484 40.86302060074927, -73.9156468169847 40.8630206530679, -73.91565537026182 40.86302425047489, -73.91568181726247 40.86303537284678, -73.91585117595541 40.86310660097831, -73.91585846078257 40.863109664355, -73.91591838913571 40.86313243821053, -73.91594387253909 40.8631421226378, -73.91600607088654 40.86316982828413, -73.91601462422838 40.86317340495319, -73.91628957169497 40.863288369504204, -73.91629023913117 40.86328864823988, -73.91649723715389 40.86337597196343, -73.91654456217442 40.86339593584683, -73.91661671035949 40.863426372340676, -73.91661837124192 40.863427073221665, -73.91666198475777 40.8634452964289, -73.9166648157421 40.8634464799164, -73.91677519578124 40.863492601636516, -73.91677791883444 40.86349378324244, -73.9168114561379 40.8635083377327, -73.91690310468807 40.863548111777106, -73.91693465754499 40.86356180483428, -73.91704735276622 40.86360929310225, -73.91696601662566 40.86372025509994, -73.91688795572306 40.86368742646832, -73.91684953492953 40.863670096773745, -73.91668583601692 40.863596261882115, -73.91667145484455 40.86359007953912, -73.91666558785796 40.863587557532064, -73.91658973024624 40.863556342166014, -73.91658858859527 40.863555872185415, -73.91658509369552 40.86355443427794, -73.91634063842316 40.86345384275826, -73.91625953363975 40.86341984895993, -73.9160577595632 40.86333527780694, -73.91594410138391 40.863287639286966, -73.91591973047476 40.86327704257381, -73.91576680254829 40.86321054510924, -73.91572495197462 40.86319234716353, -73.91564490091955 40.86315849507774, -73.9156247903661 40.86314999055349, -73.91559983711691 40.86313943837117, -73.91558340750043 40.86313249077791, -73.91558306608123 40.8631323464497, -73.91552239662116 40.86310669030922, -73.91550953532229 40.86310125183775, -73.91545163638887 40.863076767425135, -73.91544832889632 40.86307536834148, -73.91543841471653 40.863071175598364, -73.9154338612825 40.86306925061538, -73.91540786012858 40.86305825548273, -73.91539995771454 40.86305491337324, -73.91538081576134 40.863046818339015, -73.91511349916449 40.86293433627903, -73.9148814398378 40.8628364414368, -73.91484270209932 40.86282010047538, -73.91466103792871 40.86274346512084, -73.91454766682847 40.86269551386149, -73.91425976940998 40.86257374492507, -73.91422393523183 40.86255858825606, -73.91418997641468 40.862544268625435, -73.91418135453313 40.862540633237764, -73.9141810415702 40.86254050153337, -73.91417234500554 40.86253683457239, -73.91417013767176 40.86253590362458, -73.9141669226937 40.86253454779631, -73.91416002092268 40.86253163768073, -73.9141486535099 40.86252684491913, -73.91413474090932 40.86252097867904, -73.91410004121475 40.86250634780144, -73.9140321189575 40.862477708453376, -73.9139217560838 40.86243117348743, -73.91368201284165 40.86232891932036, -73.91360626978826 40.862296613376884, -73.9135655247641 40.86227923491789, -73.91352271869255 40.86226065184489, -73.9134919957789 40.8622473141664, -73.91342652033394 40.86222190365146)))",0,"Spanning the Harlem River Betweem West Fordham Road, the Bronx, and West 207th Street, Manhattan",0,University Heights Bridge,LP-01455,Too long,Irregular,Designated,,09/11/1984 12:00:00 AM +0000,Individual Landmark,http://s-media.nyc.gov/agencies/lpc/lp/1455.pdf,2329.77288561,50167.6107471
1489,MN,1267,"MULTIPOLYGON (((-73.95027792335405 40.770344385500344, -73.94956528406306 40.770041109481994, -73.94974667170443 40.76979255972456, -73.94993139685174 40.76953943206288, -73.95064403244224 40.769842704939, -73.95046073553435 40.77009386584449, -73.95027792335405 40.770344385500344)))",0,507-523 East 77th Street and 508-522 East 78th Street,0,East River Houses,LP-01516,"Borough of Manhattan Tax Map Block 1489, Lots 8 and 37.",Multiple Lots,Designated,"now the Cherokee Apartments, designated as the Shively Sanitary Tenements",07/09/1985 12:00:00 AM +0000,Individual Landmark,http://s-media.nyc.gov/agencies/lpc/lp/1516.pdf,870.479619567,47283.9711611
23,MN,1268,"MULTIPOLYGON (((-74.01139487315332 40.707176087677475, -74.01130496610118 40.70714054345737, -74.01112971081994 40.70707125808935, -74.01093188930862 40.7069930505325, -74.0109287934882 40.706991827031665, -74.01110963583554 40.70671164894942, -74.01114113873135 40.70666284359448, -74.01114502379738 40.70665682420077, -74.01136552883365 40.70675418033117, -74.01136268124066 40.70675827793879, -74.01133874227922 40.706792717652625, -74.01134319899623 40.70679429490934, -74.01140406053999 40.70681583092714, -74.0114057452516 40.70681371906123, -74.01155180577221 40.706868109786434, -74.01158718278971 40.70688128341248, -74.01157345377332 40.706902203670985, -74.01145941920252 40.70707597863685, -74.01141038481671 40.70715070072849, -74.01139487315332 40.707176087677475)))",19,8-18 Broad Street,1000230019,New York Stock Exchange,LP-01529,"Borough of Manhattan Tax Map Block 23, Lot 19 in part consisting of the land on which the described building is situated.",Footprint,Designated,,07/09/1985 12:00:00 AM +0000,Individual Landmark,http://s-media.nyc.gov/agencies/lpc/lp/1529.pdf,564.953775293,18395.5653123
1271,MN,1269,"MULTIPOLYGON (((-73.97517769958434 40.76218660007503, -73.97513226807534 40.76224936984255, -73.97479021947748 40.762104447566344, -73.97483901868331 40.7620373400377, -73.97489424298426 40.76206063372698, -73.97496212687881 40.762089267431406, -73.97496170741263 40.76208984456356, -73.97499958780726 40.76210582233557, -73.97499644299856 40.76211014587522, -73.97509133708243 40.7621501722406, -73.97517769958434 40.76218660007503)))",38,712 Fifth Avenue,1012710038,712 Fifth Avenue Building,LP-01533,"Tax Map Block 1271, Lot 38 in part, consisting of that portion of the lot, formerly known as lot 38, on which 712 Fifth Avenue is situated, and excluding that portion of the lot, formerly known as lot 42, on which 2 West 56th Street is situated.",Irregular,Designated,"later the Rizzoli Building, now part of the Henri Bendel Store",01/29/1985 12:00:00 AM +0000,Individual Landmark,http://s-media.nyc.gov/agencies/lpc/lp/1533.pdf,272.975365147,2920.83116884
1271,MN,1270,"MULTIPOLYGON (((-73.97473735464565 40.76217714811574, -73.97479021947748 40.762104447566344, -73.97513226807534 40.76224936984255, -73.97507827349592 40.762322499843386, -73.97473735464565 40.76217714811574)))",39,714 Fifth Avenue,1012710039,Coty Building,LP-01534,"Borough of Manhattan Tax Map Block 1271, Lot 39.",Block and Lot,Designated,"later the Rizzoli Building, now part of the Henri Bendel Store",01/29/1985 12:00:00 AM +0000,Individual Landmark,http://s-media.nyc.gov/agencies/lpc/lp/1534.pdf,277.570041825,3295.71156509
0,BK,1271,"MULTIPOLYGON (((-73.98967057134024 40.67825371697036, -73.98964246227189 40.67829355410711, -73.98955276000004 40.67842860426559, -73.989325173293 40.67833972240364, -73.98899047692896 40.67820900999618, -73.98890669068153 40.67817628805607, -73.98899700640993 40.67804255320696, -73.98901201909729 40.67804825039613, -73.98901261909319 40.678039236302645, -73.9890150164187 40.67799057902803, -73.98934868232143 40.67812349573196, -73.98967057134024 40.67825371697036)))",0,spanning the Gowanus Canal,0,Carroll Street Bridge,LP-01553,Too long,Irregular,Designated,,09/29/1987 12:00:00 AM +0000,Individual Landmark,http://s-media.nyc.gov/agencies/lpc/lp/1553.pdf,559.040141752,14664.4758178
994,MN,1272,"MULTIPOLYGON (((-73.98545590377176 40.755245539438945, -73.98545071864527 40.75524335505879, -73.98530522738074 40.75518205450362, -73.98530127134644 40.75518038716356, -73.98564219593071 40.75471247986123, -73.98564735260423 40.75471465252286, -73.98595484606362 40.754844209210304, -73.98592663519095 40.75488292749714, -73.98585484633128 40.75498145740128, -73.98582541939442 40.75496905922871, -73.98575662363156 40.75506347953246, -73.98570836257878 40.755043145547816, -73.98569521532856 40.7550611909431, -73.98569059028233 40.755059241675134, -73.98561488449081 40.75502734445203, -73.98559714710255 40.75505168829761, -73.98545590377176 40.755245539438945)))",45,130-132 West 42nd Street and 113-137 West 41st Street,1009940045,Bush Tower,LP-01561,"Borough of Manhattan Tax Map Block 994, Lot 45 in part, consisting of the land on which the described building is situated.",Footprint,Designated,,10/18/1988 12:00:00 AM +0000,Individual Landmark,http://s-media.nyc.gov/agencies/lpc/lp/1561.pdf,587.839818961,14199.5695943
1020,SI,1273,"MULTIPOLYGON (((-74.13196299716742 40.63613729698703, -74.13227701285096 40.636273517137305, -74.13192812495411 40.636752215590484, -74.13161032426319 40.63661740453656, -74.13196299716742 40.63613729698703)))",20,160 Heberton Avenue,5010200020,Northfield Township District School 6,LP-01627,Too long,Irregular,Designated,"later Public School 20 Annex, now Parkside Senior Housing",03/22/1988 12:00:00 AM +0000,Individual Landmark,http://s-media.nyc.gov/agencies/lpc/lp/1627.pdf,601.172534673,20120.6577506
247,SI,1274,"MULTIPOLYGON (((-74.10272187328395 40.61720345835213, -74.10339191148375 40.61689150419818, -74.10334593811145 40.61683504142478, -74.10358867305403 40.61672469368002, -74.10384134975496 40.617005182532196, -74.10339248743031 40.61723435017025, -74.10294724951733 40.617461664031374, -74.10272187328395 40.61720345835213)))",0,1213 Clove Road,0,John Frederick Smith House,LP-01640,Too long,Irregular,Designated,later the Dorothy Valentine Smith House,10/06/1987 12:00:00 AM +0000,Individual Landmark,http://s-media.nyc.gov/agencies/lpc/lp/1640.pdf,856.388358238,33693.5048095
2178,MN,1275,"MULTIPOLYGON (((-73.94671453999018 40.85041684099521, -73.94678653274093 40.85020835814747, -73.94704453552146 40.84945217085974, -73.94711981432948 40.84995558215852, -73.94707211306941 40.850422365332946, -73.94702865932979 40.85047182831133, -73.94671453999018 40.85041684099521)))",3,Fort Washington Park,1021780003,Jeffrey's Hook Lighthouse,LP-01654,Too long,Irregular,Designated,also known as the Little Red Lighthouse,05/14/1991 12:00:00 AM +0000,Individual Landmark,http://s-media.nyc.gov/agencies/lpc/lp/1654.pdf,829.143733558,21328.0546455
1459,MN,1276,"MULTIPOLYGON (((-73.95750690576158 40.76254687301446, -73.95768600679546 40.76230105349489, -73.95786084044008 40.76206108540692, -73.95880850770259 40.76245983833032, -73.9594935671385 40.76274808415703, -73.95913963953357 40.76323387673093, -73.95845457781702 40.76294562882061, -73.95750690576158 40.76254687301446)))",0,"1168-120 First Avenue, 401-423 East 64th Street, and 402-416 East 65th Street",0,"City and Suburban Homes Company, First Avenue Estate",LP-01692,"Borough of Manhattan Tax map Block 1459, Lots 1, 10, 22, and 30.",Multiple Lots,Amended,,04/24/1990 12:00:00 AM +0000,Individual Landmark,http://s-media.nyc.gov/agencies/lpc/lp/1692.pdf,1438.53712372,104592.7522
1459,MN,1277,"MULTIPOLYGON (((-73.95913963953357 40.76323387673093, -73.95845457781702 40.76294562882061, -73.95750690576158 40.76254687301446, -73.95719106101068 40.76241397220189, -73.95754499728721 40.76192818465475, -73.95786084044008 40.76206108540692, -73.95880850770259 40.76245983833032, -73.9594935671385 40.76274808415703, -73.95913963953357 40.76323387673093)))",0,429 East 64th Street and 430 East 65th Street,0,"Amendment to City & Suburban Homes Company, First Avenue Estate: 429 East 64th Street and 430 East 65th Street",LP-01692A,"Borough of Manhattan Tax map Block 1459, Lots 1, 10, 22, and 30.",Multiple Lots,Designated,,11/21/2006 12:00:00 AM +0000,Individual Landmark,http://s-media.nyc.gov/agencies/lpc/lp/1692A.pdf,1638.53749361,124826.000982
1490,MN,1278,"MULTIPOLYGON (((-73.95038613392143 40.77124102642769, -73.95000148387003 40.771078451682115, -73.94964472713798 40.77092766372357, -73.94930842131618 40.77078551858243, -73.94897265332183 40.770643599621025, -73.94863824016596 40.77050225210125, -73.9483021648004 40.7703601986676, -73.9479231907121 40.77020001214223, -73.94815565048147 40.76995000663648, -73.94837359274837 40.76971561158182, -73.94868149356151 40.76984575662542, -73.94901501308624 40.76998672812967, -73.94934942445242 40.77012807546745, -73.9496851894661 40.770269993341245, -73.95002149348855 40.77041213739366, -73.95037824949657 40.770562924197755, -73.95076289749012 40.77072549769817, -73.95038613392143 40.77124102642769)))",0,"1470-1492 York Avenue, 501-555 East 78th Street, and 502-540 East 79th Street",0,"City and Suburban Homes Company, Avenue A (York Avenue) Estate",LP-01694,"Borough of Manhattan Tax Map Block 1490, Lots 1, 9, 10, 15, 19, 23, 28, 30, 32, 36, 40, and 122.",Multiple Lots,Designated,,04/24/1990 12:00:00 AM +0000,Individual Landmark,http://s-media.nyc.gov/agencies/lpc/lp/1694.pdf,1968.75185479,165207.907432
1620,BK,1279,"MULTIPOLYGON (((-73.93480665010671 40.690189276116726, -73.93474799315568 40.689912945528064, -73.93510447991794 40.689872113411454, -73.93517263282764 40.689864307450954, -73.93523129031253 40.69014063782419, -73.9351631383111 40.69014844291928, -73.93480665010671 40.690189276116726)))",0,828 and 826 Greene Avenue,0,Antioch Baptist Church,LP-01790,"Borough of Brooklyn Tax Map Block 1620, Lots 25 and 24.",Multiple Lots,Designated,originally the Greene Avenue Baptist Church and Church House,11/20/1990 12:00:00 AM +0000,Individual Landmark,http://s-media.nyc.gov/agencies/lpc/lp/1790.pdf,442.137827106,12143.9744586
4506,BX,1280,"MULTIPOLYGON (((-73.86926040173732 40.86653191606186, -73.86921983280997 40.86550431989162, -73.87024411284122 40.865487315186726, -73.87027528316494 40.86655002673168, -73.86926040173732 40.86653191606186)), ((-73.86934188288171 40.867825081304744, -73.86925846657513 40.866688433446406, -73.87028023579799 40.86670735330955, -73.87031297153862 40.8678426161351, -73.86934188288171 40.867825081304744)))",0,2700-2774 and 2846-2870 Bronx Park East,0,United Workers Cooperative Colony,LP-01795,"Borough of The Bronx Tax Map Block 4506, Lots 1, 7, 20, 27, 40, and 50.",Multiple Lots,Designated,"(""The Coops"")",06/02/1992 12:00:00 AM +0000,Individual Landmark,http://s-media.nyc.gov/agencies/lpc/lp/1795.pdf,2705.8445863,221338.890084
793,MN,1281,"MULTIPOLYGON (((-73.99674649333734 40.740491514242244, -73.99667794607096 40.740462692453356, -73.99667537461715 40.74046161177052, -73.99683586043685 40.74024079031347, -73.9969069789934 40.74027069178652, -73.99690562685672 40.74027255219808, -73.99674649333734 40.740491514242244)))",61,140 West 18th Street,1007930061,140 West 18th Street Stable,LP-01819,"Borough of Manhattan Tax Map Block 793, Lot 61 in part, consisting of the land on which the described building is situated.",Footprint,Designated,,12/11/1990 12:00:00 AM +0000,Individual Landmark,http://s-media.nyc.gov/agencies/lpc/lp/1819.pdf,228.889388318,2070.04160086
